,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,State
2928,2022-05-20,2,13000,786,1 out of 3,Super Area,"Villivakkam, Jawaharlal Nehru Road",Chennai,Furnished,Bachelors/Family,2,Contact Owner,2
3080,2022-05-20,3,15000,1100,1 out of 1,Carpet Area,"Ponniamman Nagar, Iyyappanthangal",Chennai,Unfurnished,Family,2,Contact Owner,1
3282,2022-05-20,3,19500,1270,1 out of 2,Super Area,Madipakkam,Chennai,Furnished,Bachelors,2,Contact Owner,2
2529,2022-05-20,2,12500,600,1 out of 2,Super Area,Abiramapuram,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1
3079,2022-05-20,2,15000,950,1 out of 2,Super Area,"Neelankarai, E Coast Road",Chennai,Furnished,Family,1,Contact Owner,1
3520,2022-05-20,2,10000,600,2 out of 3,Super Area,Borabanda,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3
2816,2022-05-20,2,12000,900,Ground out of 3,Super Area,Kolathur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1
3089,2022-05-20,2,9300,730,1 out of 2,Super Area,Ambattur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1
2657,2022-05-20,2,12000,900,Ground out of 3,Super Area,"Perungalathur, Chennai Bypass Road",Chennai,Furnished,Bachelors/Family,2,Contact Owner,1
3098,2022-05-20,2,16000,1030,2 out of 4,Super Area,Thoraipakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner,2
2766,2022-05-20,2,22000,850,2 out of 3,Super Area,Virugambakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner,2
204,2022-05-20,2,5000,450,2 out of 2,Carpet Area,Birati,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,1
2895,2022-05-20,2,22000,1050,2 out of 3,Super Area,Velachery,Chennai,Furnished,Bachelors/Family,2,Contact Owner,2
3450,2022-05-20,1,17000,470,3 out of 5,Super Area,Kondapur,Hyderabad,Furnished,Bachelors/Family,1,Contact Agent,2
2642,2022-05-20,2,40000,1150,2 out of 4,Super Area,Raja Annamalai Puram,Chennai,Furnished,Bachelors/Family,2,Contact Owner,3
2959,2022-05-20,1,17000,625,4 out of 10,Super Area,Iyyappanthangal,Chennai,Furnished,Bachelors/Family,1,Contact Owner,2
2955,2022-05-20,2,10000,800,1 out of 3,Super Area,Perumbakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner,1
2718,2022-05-20,1,5250,250,2 out of 3,Super Area,Madipakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1
2774,2022-05-20,1,10000,550,Ground out of 2,Carpet Area,Arumbakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1
2707,2022-05-20,2,8000,850,1 out of 2,Super Area,Chitlapakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1
3857,2022-05-20,2,15000,1100,1 out of 5,Super Area,"Boduppal, NH 2 2",Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,3
1003,2022-05-20,2,34000,900,12 out of 25,Carpet Area,"Challenger Tower, Thakur Village, Kandivali East",Mumbai,Furnished,Bachelors/Family,2,Contact Agent,2
2538,2022-05-20,3,21000,1330,1 out of 2,Super Area,AGS Colony-Velachery,Chennai,Furnished,Bachelors/Family,3,Contact Owner,2
2767,2022-05-20,1,7000,550,Ground out of 1,Super Area,Sembakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1
2672,2022-05-20,1,8000,320,2 out of 3,Super Area,Kolathur,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1
3864,2022-05-20,2,12000,550,1 out of 4,Super Area,"Padmarao Nagar, Hyderabad-Karimnagar Highway",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1
2694,2022-05-20,1,4500,115,Ground out of 3,Super Area,Choolaimedu,Chennai,Unfurnished,Bachelors,1,Contact Owner,1
3987,2022-05-20,3,30000,2000,1 out of 1,Super Area,Mithila Nagar-Banjara Hills,Hyderabad,Unfurnished,Bachelors/Family,5,Contact Owner,2
2678,2022-05-20,2,15000,1125,24 out of 31,Super Area,Thalambur,Chennai,Furnished,Bachelors/Family,2,Contact Owner,2
3104,2022-05-20,1,13500,550,Ground out of 1,Super Area,Anna Nagar,Chennai,Furnished,Bachelors/Family,1,Contact Owner,1
3961,2022-05-20,1,16500,650,1 out of 6,Super Area,"Banjara Hills, NH 9",Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,3
3974,2022-05-20,3,25000,1500,1 out of 4,Super Area,Serilingampally,Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,1
3785,2022-05-20,2,25000,1150,1 out of 5,Super Area,Madhapur,Hyderabad,Furnished,Bachelors/Family,2,Contact Owner,3
4088,2022-05-20,2,13000,1350,2 out of 3,Super Area,Attapur,Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1
2649,2022-05-20,2,13000,660,Ground out of 2,Carpet Area,Virugambakkam,Chennai,Furnished,Family,2,Contact Agent,1
3021,2022-05-20,2,10000,730,2 out of 3,Super Area,"Santhosapuram, Medavakkam",Chennai,Furnished,Bachelors/Family,2,Contact Owner,1
3054,2022-05-20,3,27000,1500,3 out of 4,Carpet Area,Sholinganallur,Chennai,Furnished,Family,3,Contact Owner,2
2861,2022-05-20,3,15000,1402,2 out of 4,Carpet Area,Polacheri,Chennai,Furnished,Bachelors/Family,3,Contact Owner,2
3354,2022-05-20,1,5000,140,2 out of 3,Super Area,Malkajgiri,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3
2859,2022-05-20,2,5000,800,Ground out of 2,Super Area,Ayappakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1
4089,2022-05-20,1,6000,400,1 out of 3,Super Area,Nagaram,Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,3
2724,2022-05-20,2,16000,800,1 out of 3,Super Area,Adambakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner,2
1081,2022-05-20,1,13500,600,1 out of 4,Super Area,venkatapuram,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,1
3093,2022-05-20,2,9000,745,1 out of 2,Super Area,Ambattur,Chennai,Furnished,Bachelors/Family,2,Contact Owner,1
2542,2022-05-20,3,20500,1000,Ground out of 3,Super Area,Virugambakkam,Chennai,Furnished,Bachelors/Family,1,Contact Owner,2
2611,2022-05-20,2,19000,1200,1 out of 4,Super Area,"Saidapet West, Saidapet",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,2
3920,2022-05-20,3,25000,1685,Ground out of 5,Super Area,"Pocharam, NH 2 2",Hyderabad,Furnished,Bachelors/Family,3,Contact Owner,1
802,2022-05-21,1,39000,500,2 out of 7,Carpet Area,Model Town,Mumbai,Furnished,Family,1,Contact Agent,2
3160,2022-05-21,2,10000,950,Ground out of 2,Super Area,S.Kolathur,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1
143,2022-05-21,2,8000,1000,Ground out of 2,Super Area,"Chinar Park, Rajarhat",Kolkata,Furnished,Bachelors/Family,1,Contact Owner,1
1763,2022-05-21,3,50000,1580,3 out of 3,Carpet Area,Koramangala 8Th Block,Bangalore,Unfurnished,Bachelors,3,Contact Agent,3
3835,2022-05-21,1,9000,100,Upper Basement out of 4,Carpet Area,"Hafeezpet, NH 9",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1
2949,2022-05-21,1,6500,350,Ground out of 1,Super Area,Mugalivakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1
1640,2022-05-21,2,20000,750,2 out of 3,Carpet Area,"Venkateshappa Layout-Kammanahalli, Kammanahalli",Bangalore,Furnished,Bachelors/Family,2,Contact Owner,2
30,2022-05-21,1,7500,350,Ground out of 2,Carpet Area,Baghajatin,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1
351,2022-05-21,1,7000,550,Ground out of 2,Super Area,Kasba,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,1
352,2022-05-21,2,7000,500,Ground out of 1,Super Area,Dum Dum Metro,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,1
2449,2022-05-21,2,6500,1000,Ground out of 1,Super Area,"Urapakkam, Vandalur R.F, GST Road",Chennai,Furnished,Bachelors/Family,2,Contact Owner,1
2292,2022-05-21,2,22000,84,Ground out of 4,Carpet Area,Paschim Vihar,Delhi,Furnished,Bachelors,2,Contact Agent,2
2801,2022-05-21,2,14000,901,2 out of 2,Super Area,Mugalivakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1
3685,2022-05-21,2,15000,1170,2 out of 4,Super Area,"Sitaphalmandi, Padmarao Nagar",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,3
109,2022-05-21,1,8000,300,1 out of 3,Carpet Area,"Naktala, Garia",Kolkata,Furnished,Bachelors,1,Contact Agent,1
2261,2022-05-21,3,22000,1250,2 out of 3,Super Area,Cghs apts.,Delhi,Furnished,Bachelors/Family,2,Contact Owner,2
2188,2022-05-21,1,9000,550,1 out of 4,Super Area,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",Delhi,Furnished,Bachelors/Family,1,Contact Agent,1
2026,2022-05-21,2,20000,1000,2 out of 3,Carpet Area,Krishna Nagar Block D,Delhi,Furnished,Bachelors/Family,2,Contact Owner,2
2834,2022-05-21,1,8500,450,Ground out of 1,Super Area,Thoraipakkam,Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1
2520,2022-05-21,2,10000,950,1 out of 1,Super Area,Sithalapakkam,Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1
4017,2022-05-21,1,6000,500,1 out of 3,Carpet Area,Rodamestri Nagar,Hyderabad,Unfurnished,Bachelors,1,Contact Owner,3
3664,2022-05-21,1,10000,750,1 out of 2,Super Area,"Mallampet, Outer Ring Road",Hyderabad,Unfurnished,Bachelors/Family,1,Contact Owner,1
2485,2022-05-21,2,12000,850,Ground out of 2,Super Area,Perambur,Chennai,Unfurnished,Family,2,Contact Owner,1
2007,2022-05-21,2,14000,615,2 out of 4,Carpet Area,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,1
2439,2022-05-21,1,9000,100,1 out of 1,Super Area,"Shiva Enclave, Paschim Vihar",Delhi,Furnished,Bachelors/Family,1,Contact Owner,1
1890,2022-05-22,2,20000,1180,1 out of 4,Super Area,C V Raman Nagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,2
1488,2022-05-22,2,9000,1055,Ground out of 1,Carpet Area,Sathnur,Bangalore,Furnished,Bachelors,2,Contact Agent,1
3053,2022-05-22,3,17500,950,4 out of 4,Carpet Area,chettipunniyam,Chennai,Furnished,Bachelors/Family,2,Contact Owner,1
794,2022-05-22,2,41000,780,14 out of 18,Carpet Area,"Nirmal Lifestyle, LBS Marg",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,3
275,2022-05-22,3,30000,1250,Ground out of 2,Super Area,New Alipore,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,2
2210,2022-05-22,2,18000,975,Ground out of 3,Super Area,Janakpuri,Delhi,Furnished,Bachelors/Family,1,Contact Owner,2
882,2022-05-22,2,38000,700,Upper Basement out of 22,Carpet Area,"Altavista, Chembur",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,2
542,2022-05-22,1,30000,488,Upper Basement out of 16,Carpet Area,"Kyraa Ariso Apartment, Chembur",Mumbai,Furnished,Bachelors/Family,2,Contact Owner,2
1245,2022-05-22,2,40000,1300,2 out of 4,Carpet Area,Indira Nagar,Bangalore,Furnished,Bachelors/Family,2,Contact Agent,3
876,2022-05-22,2,47000,720,Upper Basement out of 16,Carpet Area,Chembur,Mumbai,Unfurnished,Bachelors,2,Contact Agent,3
3226,2022-05-22,2,15000,900,2 out of 2,Carpet Area,Ramapuram,Chennai,Furnished,Bachelors/Family,2,Contact Owner,1
2681,2022-05-22,2,12000,619,1 out of 8,Carpet Area,"Chromepet, GST Road",Chennai,Furnished,Bachelors/Family,1,Contact Owner,1
374,2022-05-22,2,6200,800,Ground out of 2,Carpet Area,Kestopur,Kolkata,Unfurnished,Bachelors,1,Contact Owner,1
898,2022-05-22,2,39000,720,Upper Basement out of 22,Carpet Area,"Altavista, Chembur",Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,2
921,2022-05-22,2,46000,725,Upper Basement out of 16,Carpet Area,Chembur,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,3
3471,2022-05-22,2,16000,1000,2 out of 5,Super Area,"Ashok Nagar, Himayath Nagar",Hyderabad,Furnished,Bachelors/Family,2,Contact Agent,3
1182,2022-05-22,1,9000,600,2 out of 2,Carpet Area,Ramamurthy Nagar,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,1
2591,2022-05-22,3,17000,1250,1 out of 3,Super Area,"Valasaravakkam, Arcot Road",Chennai,Furnished,Bachelors/Family,3,Contact Owner,2
458,2022-05-22,3,15000,1200,1 out of 2,Super Area,Tollygunge,Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner,1
1316,2022-05-22,1,7500,600,3 out of 3,Carpet Area,"Electronics City Phase 1, Electronic City",Bangalore,Furnished,Bachelors,1,Contact Owner,1
1685,2022-05-22,2,15000,1100,3 out of 3,Carpet Area,Uttarahalli,Bangalore,Furnished,Bachelors,2,Contact Owner,1
25,2022-05-22,2,7000,1000,1 out of 1,Super Area,Rajarhat,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1
3038,2022-05-22,2,9000,600,Ground out of 2,Super Area,"Subramaniya Swamy Nagar, Valasaravakkam, Arcot Road",Chennai,Unfurnished,Bachelors/Family,2,Contact Owner,1
3133,2022-05-22,1,13000,450,1 out of 4,Super Area,Arasankalani,Chennai,Unfurnished,Bachelors,1,Contact Owner,1
2420,2022-05-22,2,30000,750,2 out of 4,Carpet Area,"Arjun Nagar, Safdarjung Enclave",Delhi,Furnished,Bachelors/Family,2,Contact Agent,2
415,2022-05-22,2,5000,550,1 out of 3,Carpet Area,Birati,Kolkata,Unfurnished,Bachelors,1,Contact Owner,1
3790,2022-05-22,1,13500,700,4 out of 4,Super Area,Gachibowli,Hyderabad,Furnished,Bachelors/Family,1,Contact Owner,1
2414,2022-05-22,2,35000,1300,2 out of 3,Super Area,Kalkaji,Delhi,Unfurnished,Bachelors,2,Contact Agent,2
240,2022-05-22,2,8500,620,Ground out of 1,Carpet Area,Kasba,Kolkata,Unfurnished,Bachelors,1,Contact Owner,1
74,2022-05-22,3,40000,1500,Ground out of 2,Super Area,Beliaghata,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,3
3469,2022-05-22,3,30000,1700,3 out of 5,Carpet Area,"Ashok Nagar, Himayath Nagar",Hyderabad,Furnished,Family,3,Contact Agent,3
1543,2022-05-22,2,8500,1000,1 out of 1,Carpet Area,"Kattigenahalli, Bellary Road",Bangalore,Unfurnished,Bachelors,2,Contact Agent,1
609,2022-05-22,1,21000,600,2 out of 2,Super Area,Reay road east,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,2
424,2022-05-22,2,9000,1000,2 out of 3,Super Area,Airport Area Behala,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,2
3814,2022-05-22,1,9000,600,1 out of 3,Super Area,"Domalguda, Himayath Nagar, NH 7",Hyderabad,Furnished,Bachelors/Family,1,Contact Agent,1
1823,2022-05-23,1,5000,400,1 out of 2,Super Area,T Dasarahalli,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,1
1895,2022-05-23,2,14000,800,Ground out of 2,Super Area,Vijayanagar,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,1
1826,2022-05-23,1,9000,350,2 out of 3,Super Area,Btm Layout,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,1
1822,2022-05-23,1,4000,250,Ground out of 2,Super Area,Vijayanagar,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,1
1487,2022-05-23,2,9500,700,Ground out of 4,Super Area,Chikkalasandra,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,1
1328,2022-05-23,1,11000,300,Ground out of 4,Super Area,Btm Layout,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,1
1892,2022-05-23,3,24000,1464,2 out of 5,Carpet Area,"Singasandra, Hosur Road",Bangalore,Furnished,Bachelors/Family,3,Contact Owner,3
2115,2022-05-23,3,20500,1050,3 out of 4,Carpet Area,Laxmi Nagar,Delhi,Furnished,Bachelors/Family,2,Contact Agent,3
1567,2022-05-23,1,10000,550,1 out of 4,Super Area,Btm Layout,Bangalore,Furnished,Family,1,Contact Owner,1
594,2022-05-23,2,18000,780,17 out of 22,Carpet Area,"Man Opus, Mira Road",Mumbai,Unfurnished,Family,2,Contact Agent,2
1568,2022-05-23,1,15000,400,1 out of 5,Super Area,"Nallurhalli, Whitefield, Borewell Road",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,1
2091,2022-05-23,1,13000,512,1 out of 3,Carpet Area,Patel Nagar West,Delhi,Furnished,Bachelors/Family,1,Contact Agent,1
1499,2022-05-23,2,12000,650,2 out of 4,Super Area,Bommanahalli,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,1
1302,2022-05-23,1,6000,400,1 out of 3,Super Area,"Mangammanapalya, Hosur Road",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,1
1506,2022-05-23,2,9500,700,2 out of 6,Super Area,Varthur,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,1
2284,2022-05-23,2,18500,1000,2 out of 5,Super Area,"Kishangarh, Vasant Kunj",Delhi,Furnished,Bachelors/Family,2,Contact Owner,1
1306,2022-05-23,1,5000,500,1 out of 4,Super Area,"Bydara Halli, Benson Town",Bangalore,Furnished,Family,1,Contact Owner,2
1500,2022-05-23,2,15000,600,2 out of 3,Super Area,Ejipura,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,1
1498,2022-05-23,2,30000,1100,2 out of 5,Super Area,Maruthi Sevanagar,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,2
1835,2022-05-23,3,35000,1500,1 out of 9,Carpet Area,Hebbal,Bangalore,Furnished,Bachelors/Family,3,Contact Agent,2
1571,2022-05-23,2,14000,1300,2 out of 4,Super Area,"Chuchangatta Colony, J P Nagar",Bangalore,Furnished,Bachelors/Family,2,Contact Owner,1
1315,2022-05-23,2,12000,500,2 out of 3,Super Area,"Guddadahalli, Mysore Road",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,1
796,2022-05-23,1,48000,500,4 out of 9,Carpet Area,Gulmohar Road,Mumbai,Furnished,Bachelors,1,Contact Agent,3
1477,2022-05-23,2,24000,1300,2 out of 3,Super Area,"Ombr Layout, Banaswadi",Bangalore,Unfurnished,Bachelors,2,Contact Owner,2
1312,2022-05-23,2,15000,976,1 out of 3,Super Area,"Jaya Nagar Block 5, Jayanagar",Bangalore,Furnished,Bachelors/Family,1,Contact Owner,1
1358,2022-05-23,3,30000,1645,6 out of 12,Carpet Area,"Electronic City Phase 2, Electronic City",Bangalore,Furnished,Bachelors/Family,3,Contact Agent,2
727,2022-05-23,2,34000,471,9 out of 38,Carpet Area,"Runwal Forests, Kanjurmarg West",Mumbai,Furnished,Bachelors,2,Contact Agent,2
325,2022-05-23,2,14000,800,Ground out of 3,Carpet Area,Santoshpur - EM Bypass,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,1
10,2022-05-23,3,25000,1200,1 out of 4,Carpet Area,"Action Area 1, Rajarhat Newtown",Kolkata,Furnished,Bachelors/Family,2,Contact Agent,2
1788,2022-05-23,2,15000,700,1 out of 5,Super Area,Yeshwantpur,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,1
1795,2022-05-23,2,18000,1065,2 out of 5,Carpet Area,Horamavu,Bangalore,Furnished,Bachelors/Family,2,Contact Agent,2
1384,2022-05-23,2,13500,700,2 out of 3,Super Area,Anantapura,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,1
2768,2022-05-23,1,7000,600,Ground out of 1,Carpet Area,"Ganapathipuram, Chromepet",Chennai,Unfurnished,Bachelors/Family,1,Contact Owner,1
3671,2022-05-23,2,10000,650,3 out of 5,Carpet Area,"Beeramguda, Ramachandra Puram, NH 9",Hyderabad,Unfurnished,Bachelors/Family,2,Contact Owner,1
1869,2022-05-23,2,19000,1250,3 out of 3,Super Area,Electronic City,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,2
2178,2022-05-23,2,35000,1000,2 out of 4,Super Area,Kalkaji,Delhi,Furnished,Bachelors,2,Contact Agent,2
3678,2022-05-23,2,19000,1000,1 out of 3,Carpet Area,"Manikonda, Outer Ring Road",Hyderabad,Furnished,Family,2,Contact Owner,1
2170,2022-05-23,3,20500,1150,3 out of 4,Carpet Area,Laxmi Nagar,Delhi,Unfurnished,Bachelors/Family,2,Contact Agent,2
639,2022-05-23,1,8500,550,3 out of 5,Super Area,Thane-Kalyan-Dombivli,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,1
1413,2022-05-23,1,8000,600,Ground out of 3,Super Area,Uttarahalli,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,1
1888,2022-05-23,1,6000,400,1 out of 3,Super Area,"Vyalikaval, Malleshwaram",Bangalore,Furnished,Bachelors/Family,1,Contact Owner,1
674,2022-05-23,1,18000,330,20 out of 22,Super Area,Antop Hill,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,2
1426,2022-05-23,3,22500,1600,2 out of 4,Carpet Area,"Bohra Layout, Gottigere, bannerghatta main Road",Bangalore,Furnished,Bachelors/Family,3,Contact Agent,1
1796,2022-05-23,2,8000,600,Ground out of 1,Super Area,Nagadevana Halli,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,1
1797,2022-05-23,2,9000,600,2 out of 4,Super Area,Laggere,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,1
1433,2022-05-23,1,5000,144,Ground out of 1,Super Area,Padmanabha Nagar,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,1
1810,2022-05-23,1,8000,400,2 out of 3,Super Area,"Vimanapura, Airport Road",Bangalore,Furnished,Bachelors/Family,1,Contact Owner,1
1460,2022-05-23,1,6000,400,4 out of 5,Super Area,Kasturi Nagar,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,1
1809,2022-05-23,3,20000,1660,1 out of 3,Carpet Area,"Doddathoguru, Electronic City",Bangalore,Furnished,Bachelors/Family,2,Contact Owner,1
1804,2022-05-23,1,6000,600,3 out of 4,Super Area,Doddabidarakallu,Bangalore,Unfurnished,Bachelors,1,Contact Owner,1
2819,2022-05-23,1,6000,300,2 out of 2,Super Area,Arumbakkam,Chennai,Furnished,Bachelors/Family,1,Contact Owner,1
740,2022-05-23,2,36000,700,4 out of 15,Carpet Area,Borivali East,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,2
2081,2022-05-23,1,8000,200,2 out of 4,Carpet Area,kst chattarpur Apartments,Delhi,Unfurnished,Bachelors,1,Contact Agent,1
3056,2022-05-23,2,12000,926,2 out of 3,Super Area,Madipakkam,Chennai,Furnished,Bachelors/Family,2,Contact Owner,1
1610,2022-05-23,2,11000,900,3 out of 4,Super Area,Arakere,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,1
2283,2022-05-23,2,7000,50,2 out of 5,Super Area,Dwarka Sector 14,Delhi,Furnished,Bachelors/Family,1,Contact Owner,1
1803,2022-05-23,1,7000,600,2 out of 3,Super Area,Sunkadakatte,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,1
2186,2022-05-23,3,25000,1120,2 out of 3,Super Area,gg1 vikas puri,Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,2
1614,2022-05-23,3,28000,2400,3 out of 4,Super Area,Virupakshapura,Bangalore,Furnished,Bachelors/Family,3,Contact Owner,2
1628,2022-05-23,2,11000,840,1 out of 3,Super Area,"Dooravani Nagar, Dooravani Nagar",Bangalore,Furnished,Bachelors/Family,1,Contact Owner,1
95,2022-05-23,1,5000,300,1 out of 2,Carpet Area,Dum Dum Metro,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,1
2692,2022-05-23,1,6500,450,2 out of 3,Carpet Area,Mahindra World City,Chennai,Furnished,Bachelors/Family,1,Contact Owner,1
1221,2022-05-23,2,10000,535,3 out of 4,Super Area,"Moodalaplya, Vijayanagar",Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,1
2068,2022-05-23,2,12000,950,2 out of 3,Super Area,"Chanakya Place, Sitapuri",Delhi,Unfurnished,Bachelors/Family,2,Contact Owner,1
1046,2022-05-23,1,14000,305,2 out of 24,Carpet Area,Kandivali West,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,1
